O3,CO,NO,NO2,Nox,SO2,PM10,PM2.5
28.827,1.003,31.229,53.094,84.319,2.873,63.552,18.181
33.344,1.591,72.379,59.294,131.668,3.724,78.078,25.541
40.366,0.597,15.619,46.273,61.893,2.718,65.078,23.381
23.249,2.274,121.995,61.733,183.725,3.811,94.578,27.981
28.103,0.929,50.924,52.09,103.007,2.718,95.854,25.475
24.134,1.29,46.96,60.017,106.979,2.699,95.472,27.43
24.077,1.128,30.17,46.437,76.608,2.003,78.384,20.754
25.579,1.034,32.969,46.639,79.61,1.695,59.43,20.845
29.959,0.841,31.387,49.364,80.751,7.821,61.371,19.895
34.978,0.854,14.353,40.357,54.712,3.304,65.964,25.581
33.524,1.238,53.078,46.373,99.443,3.628,64.622,19.739
36.354,1.054,37.869,35.428,73.298,2.461,50.769,15.248
25.417,1.584,72.888,47.894,120.779,3.232,123.508,24.442
23.232,0.987,41.15,45.313,86.465,2.442,73.968,27.304
31.878,1.039,28.23,48.192,76.426,5.643,60.471,22.33
28.706,0.943,21.071,51.467,72.538,9.351,47.974,18.976
34.753,0.713,13.81,44.189,57.998,8.594,43.791,18.385
44.096,0.896,15.164,43.655,58.812,9.378,46.992,21.732
40.584,0.956,18.019,39.719,57.738,7.154,48.586,17.7
36.651,1.088,22.631,45.805,68.437,11.798,58.835,22.926
30.92,0.913,21.159,43.86,65.02,12.212,53.13,20.529
23.662,1.235,34.766,60.02,94.786,13.653,56.519,19.196
31.815,1.082,31.206,59.678,90.887,5.896,57.712,23.564
27.766,0.673,22.989,51.659,74.648,4.84,56.396,15.097
27.889,0.812,29.294,45.946,75.234,2.306,43.224,15.325
30.581,1.151,29.207,57.862,87.074,3.495,54.614,15.917
32.414,1.586,46.178,61.308,107.492,3.962,64.204,24.232
38.918,1.282,44.408,52.342,96.75,3.711,83.613,27.881
29.95,1.236,40.099,59.162,99.264,3.76,65.217,20.833
30.49,1.48,45.319,61.928,107.201,3.797,77.492,22.034
34.472,1.051,24.847,51.53,76.378,4.491,78.762,26.581
36.373,1.112,31.867,55.46,87.324,4.343,73.476,21.79
31.011,1.145,50.241,59.587,109.834,3.309,55.086,19.595
24.934,1.151,45.796,54.752,100.547,2.916,71.143,21.376
24.198,1.052,41.78,58.506,100.297,3.842,59.084,17.168
22.136,0.988,44.287,59.342,103.625,4.259,62.397,18.163
21.715,1.165,52.072,63.271,115.345,5.661,68.924,20.154
21.53,0.844,35.837,48.628,84.46,4.214,50.549,13.817
29.756,1.213,39.784,62.674,102.46,6.38,63.58,18.179
24.76,0.947,50.938,51.432,102.373,3.106,67.243,16.217
22.687,1.145,47.639,53.608,101.238,4.494,59.101,14.738
19.511,1.338,58.665,60.652,119.308,3.761,75.432,18.019
21.499,2.049,59.449,55.945,115.395,5.309,70.71,17.956
27.42,2.034,51.38,57.992,109.375,2.952,61.291,13.154
30.676,2.049,60.728,54.363,115.088,3.879,63.405,16.155
28.893,2.207,67.149,65.172,132.322,3.288,68.639,17.159
30.479,2.176,47.004,49.704,96.709,4.102,69.966,15.756
32.985,1.986,40.99,45.504,86.492,2.061,81.213,15.152
38.008,1.565,22.923,32.434,55.354,2.618,67.479,15.159
11.239,1.154,35.142,45.955,81.106,3.561,21.682,7.861
14.513,1.216,44.32,52.013,96.326,3.664,,13.343
17.215,1.096,40.793,47.681,88.473,3.945,,16.101
17.531,1.073,43.848,42.35,86.198,2.846,,17.044
20.357,0.649,17.505,35.593,53.097,3.01,,15.391
20.305,0.979,32.541,33.466,66.009,1.75,,10.218
18.065,0.98,45.177,40.258,85.43,2.073,,10.076
15.935,0.912,29.677,36.38,65.979,2.529,32.933,11.203
19.167,1.293,46.081,42.586,88.671,2.476,27.903,11.661
26.36,1.046,30.642,30.946,61.587,1.336,15.943,11.354
,1.518,47.424,44.738,92.155,2.22,28.23,13.325
,1.548,42.226,57.978,100.204,2.581,60.926,20.519
,1.706,53.425,64.863,118.289,3.539,60.987,21.532
,1.689,57.832,71.122,128.955,5.196,71.782,24.215
,1.839,62.347,72.22,134.566,3.479,59.183,21.515
,1.784,66.008,72.119,138.126,3.807,63.028,21.542
,1.424,27.894,66.946,94.838,4.96,61.593,22.473
,1.523,30.634,68.232,98.869,3.758,63.068,24.41
,1.471,45.704,67.578,113.282,5.305,52.858,16.283
13.006,1.872,75.933,68.49,144.426,3.871,45.943,18.565
16.696,1.861,66.196,78.521,144.714,3.38,57.909,22.633
16.08,1.734,51.472,68.905,120.378,3.123,44.239,15.197
12.949,2.028,54.601,67.402,121.99,2.92,56.063,21.358
18.998,1.629,31.39,60.99,92.38,4.028,50.576,20.338
20.121,1.905,41.177,65.255,106.432,4.135,54.708,22.797
20.199,2.012,40.908,72.063,112.967,4.032,64.751,22.848
13.852,1.979,50.955,78.376,129.335,4.083,62.543,21.877
11.648,1.988,55.409,80.839,136.247,3.973,65.609,23.082
13.808,1.464,37.157,63.948,101.105,4.311,56.611,21.737
11.806,1.731,71.308,58.457,129.765,2.813,41.398,15.033
16.762,1.591,61.247,62.307,123.555,3.012,51.848,19.954
18.841,2.127,89.946,81.392,171.334,4.483,71.632,27.743
17.933,1.92,67.493,70.085,137.576,3.406,55.086,19.405
20,2.019,80.376,73.146,153.522,3.256,56.92,23.848
30.439,1.884,44.753,80.464,125.214,7.401,79.816,32.549
23.932,1.738,45.32,73.883,119.203,5.702,61.995,22.762
18.796,1.34,27.271,57.864,85.123,3.693,46.764,17.018
20.094,1.41,27.555,50.302,77.856,2.984,42.199,16.481
20.819,1.762,62.605,54.779,117.386,2.775,46.871,19.83
29.219,1.337,42.206,28.665,70.87,,27.371,11.058
13.869,2.139,91.543,51.567,143.116,,41.778,15.058
12.311,2.006,66.759,58.636,125.394,,55.395,18.265
10.765,2.21,87.655,49.97,137.623,3.427,35.15,16.257
9.058,1.55,75.581,44.113,119.7,3.687,31.046,12.553
8.611,1.091,33.35,33.508,66.859,2.707,18.998,9.071
9.448,1.385,43.734,41.62,85.358,3.367,25.657,10.506
9.125,1.524,42.083,44.333,86.408,3.927,31.509,13.509
9.813,1.538,54.926,51.585,106.513,4.818,37.379,15.77
12.669,1.71,60.972,52.314,113.286,4.575,29.896,13.674
9.341,1.96,71.939,57.804,129.744,5.471,41.827,19.029
,1.516,74.262,61.316,135.596,3.726,48.33,17.806
,0.954,34.662,48.462,83.123,6.751,24.014,11.224
,2.337,85.989,57.458,143.448,2.701,16.767,8.275
,1.693,79.551,51.184,130.737,2.623,4.334,11.734
,1.647,84.741,50.056,134.783,5.86,,32.661
,1.662,68.742,50.391,119.132,6.363,,27.991
,1.743,53.356,46.384,99.738,3.967,,31.032
,1.724,68.91,52.124,121.034,11.027,131.48,38.51
,1.19,69.47,45.088,114.56,3.598,44.258,17.584
,1.155,99.327,47.805,147.12,7.119,49.726,20.923
,1.705,73.412,42.886,116.297,3.007,26.187,12.357
,1.79,80.057,48.163,128.218,5.077,34.645,14.765
,2.008,92.175,61.851,154.016,5.284,76.76,29.21
,2.626,120.039,71.791,191.831,6.3,114.805,47.226
,1.716,64.897,48.283,113.18,5.316,58.148,26.303
,1.459,63.07,43.507,106.578,4.828,40.476,19.442
,1.546,55.723,47.826,103.546,5.707,56.333,24.098
,1.822,55.645,37.739,93.38,5.468,24.265,12.692
,1.138,44.645,38.452,83.099,2.783,19.408,7.093
,1.349,62.303,49.742,112.047,4.519,26.071,14.756
,1.795,65.381,60.388,125.771,4.537,49.834,27.204
,2.038,85.881,60.792,146.67,8.644,65.593,32.369
,1.633,69.969,52.183,122.152,6.597,62.112,29.678
,1.798,88.584,50.206,138.788,6.644,43.135,24.497
,1.829,77.594,52.171,129.77,9.868,64.162,33.79
,1.685,76.849,58.791,135.636,6.597,72.411,38.108
,1.847,82.805,67.368,150.173,10.55,73.664,35.572
,2.584,142.523,69.243,211.761,7.614,61.678,32.269
,3.185,186.036,87.294,273.334,7.173,72.408,44.956
,1.751,80.841,62.054,142.893,9.158,78.123,44.254
,1.41,48.201,46.942,95.143,3.812,35.313,18.953
,1.772,70.975,61.666,132.647,4.952,40.181,19.86
,1.799,71.447,61.833,133.301,4.259,42.555,22.169
,2.184,97.349,74.936,172.285,9.966,66.24,35.018
,2.265,113.646,73.068,186.715,15.026,72.616,37.332
,1.754,67.109,58.505,125.615,3.738,39.917,20.736
,0.667,31.28,31.569,62.841,2.703,20.923,6.962
,2.669,146.529,70.983,217.511,4.72,45.6,17.933
,2.637,141.947,80.679,222.626,11.636,70.764,32.946
,3.293,174.268,83.158,257.158,6.678,71.124,32.748
,4.204,227.474,104.853,332.317,8.145,97.086,50.072
,3.712,218.672,100.829,319.018,6.944,113.519,58.409
,3.148,162.684,99.55,262.231,8.187,77.181,40.419
,2.252,114.746,86.398,201.144,8.751,83.319,43.258
,3.361,166.502,98.289,262.591,15.255,84.664,42.359
,4.49,241.293,110.086,350.654,8.553,92.07,42.398
,2.487,168.252,73.014,241.265,7.066,64.178,30.979
,1.294,69.02,60.526,129.547,6.552,40.874,18.277
,1.844,92.878,71.037,163.923,7.871,68.158,27.655
,2.541,154.559,85.549,240.116,9.396,78.734,38.143
,1.927,105.865,80.893,186.763,8.788,77.182,35.619
,2.321,116.579,85.103,201.682,7.226,77.472,36.331
,3.123,168.697,112.62,279.995,6.152,117.387,50.446
1.966,3.868,225.209,140.188,363.548,5.933,109.1,60.284
2.12,4.596,263.966,143.069,408.75,5.198,117.645,63.209
,3.854,232.508,137.958,369.505,,118.546,59.947
,3.53,203.54,119.739,323.278,3.046,114.819,51.952
,1.797,131.727,106.227,237.95,4.257,,26.057
6.841,1.746,84.701,86.066,170.767,3.183,,13.257
5.591,1.92,83.74,93.445,177.185,3.132,46.494,16.952
8.794,0.97,65.007,74.128,139.134,3.297,39.09,13.404
9.193,0.951,53.212,70.047,123.257,2.957,26.664,8.093
6.61,1.384,86.628,88.864,175.495,4.433,39.528,13.043
7.012,0.898,52.348,70.105,122.449,3.515,28.508,15.161
5.91,1.066,55.78,73.873,129.65,3.376,21.697,10.446
5.965,1.402,60.122,75.189,135.318,3.745,42.888,14.17
5.444,1.794,89.585,86.313,175.898,4.012,52.003,16.814
4.596,3.122,180.911,120.398,298.842,5.878,93.235,35.953
4.473,2.154,161.148,107.845,268.997,6.515,84.098,30.671
5.394,3.045,208.271,120.214,329.363,5.812,87.042,35.861
5.036,2.37,166.124,115.148,281.275,9.523,92.468,36.667
4.342,1.972,126.192,105.708,231.899,9.85,96.484,35.513
8.947,0.808,50.958,70.811,121.766,2.691,26.255,9.773
7.377,1.17,72.147,82.096,154.23,4.87,25.559,7.627
6.105,1.803,101.548,93.974,195.522,4.663,41.633,12.841
6.436,1.579,82.208,102.527,184.738,4.577,58.21,20.469
6.266,2.074,97.757,114.854,212.607,6.981,72.926,28.009
7.683,1.545,78.446,100.538,178.985,4.883,68.77,25.47
5.855,1.838,82.7,86.78,169.48,4.113,57.509,23.126
12.399,1.142,54.163,61.651,115.828,2.605,21.248,7.579
6.135,1.723,95.591,81.107,176.698,3.208,37.999,18.87
5.858,2.667,156.329,100.652,256.981,4.254,60.343,30.792
5.754,1.907,134.639,98.425,231.886,3.911,52.563,20.242
7.388,1.353,95.797,79.994,175.791,4.755,34.462,13.566
9.445,1.152,75.766,75,150.78,4.342,35.12,13.369
8.244,1.247,69.005,77.495,146.51,3.674,24.601,10.107
8.034,1.803,109.879,84.427,193.146,3.345,32.271,10.234
7.871,2.091,122.225,93.538,215.742,4.195,51.238,18.308
9.235,1.563,90.354,85.188,169.951,3.45,39.988,16.171
9.496,1.601,80.605,89.182,169.782,5.017,45.107,18.718
9.219,1.66,83.707,73.215,156.921,3.773,39.328,13.976
14.255,1.131,49.81,54.935,104.745,2.777,17.9,8.469
21.678,0.792,35.82,53.231,89.047,2.73,14.863,8.527
12.054,1.361,73.897,70.627,144.521,3.05,17.923,5.319
11.329,0.942,47.586,57.201,104.765,3.049,11.151,3.408
9.911,1.041,50.274,58.911,109.183,3.231,16.975,5.563
9.312,1.099,70.933,64.731,135.666,4.13,10.744,6.495
7.114,1.643,86.003,80.658,166.656,4.26,9.67,12.915
8.053,0.893,48.743,69.977,118.716,3.339,,19.468
8.95,1.401,46.546,66.713,113.259,2.666,,14.845
7.78,1.57,54.616,75.309,129.927,3.707,,19.371
6.98,1.782,70.137,85.114,155.252,4.164,,23.264
9.032,1.786,58.153,83.094,141.245,4.84,59.333,17.687
8.228,1.176,66.999,80.261,147.266,3.212,47.521,15.313
9.858,1.124,72.417,70.529,142.942,3.34,34.541,11.479
13.349,0.714,36.638,59.654,96.282,3.634,32.993,15.046
15.651,0.65,21.994,46.799,68.796,2.745,22.298,9.52
8.965,1.21,68.605,70.349,138.958,3.641,25.181,9.835
8.39,1.516,96.449,70.914,167.369,4.948,37.05,12.943
11.095,1.141,63.956,68.486,132.441,4.964,33.565,14.245
15.34,0.749,43.263,44.818,88.089,3.488,27.295,11.814
15.668,0.829,40.49,36.934,77.413,4.819,26.877,12.007
6.233,1.545,68.57,53.406,121.974,3.68,37.016,20.743
12.746,1.103,34.685,35.377,70.061,2.232,25.302,11.265
8.398,1.214,60.708,49.921,110.624,2.676,17.915,12.359
7.033,1.822,79.122,64.874,143.994,4.331,52.514,28.147
7.256,1.862,73.174,82.664,155.83,6.721,81.4,33.785
9.732,1.664,71.699,81.421,153.134,5.615,77.793,33.817
9.911,0.925,35.25,44.229,79.48,2.985,98.598,45.102
12.484,0.961,43.934,48.241,92.176,3.053,60.743,24.434
19.293,0.442,28.829,28.761,57.604,2.472,24.876,10.639
21.47,0.518,22.271,30.149,52.419,2.83,14.997,4.659
27.392,1.288,24.209,30.33,54.465,1.762,20.56,
35.462,0.735,6.764,21.163,27.896,2.618,21.318,
40.401,0.666,3.267,14.502,17.566,1.939,19.225,
27.841,1.087,7.543,27.315,34.802,2.246,11.413,
18.446,1.496,27.719,38.225,65.901,2.579,18.693,
22.569,1.124,7.511,35.433,42.713,2.822,31.7,
23.984,1.006,5.743,28.617,34.154,2.157,19.547,
28.898,0.929,11.034,24.279,35.286,2.354,21.461,
22.842,1.071,13.989,32.703,46.655,2.109,30.272,
20.511,0.892,11.013,27.55,38.532,1.236,16.855,
25.961,1.113,13.891,28.117,41.855,1.848,16.198,
39.071,0.802,4.575,18.649,23.144,2.058,7.881,
23.99,0.955,9.888,25.858,35.725,2.357,17.239,
25.29,0.992,14.638,25.292,39.718,2.115,38.327,
27.715,0.896,14.336,26.551,40.862,2.387,45.353,
24.56,1.025,21.34,33.34,54.591,1.886,31.077,
24.477,1.08,19.35,36.562,55.818,2.2,16.129,
18.235,1.751,48.195,58.035,106.223,3.057,34.988,
14.507,1.345,25.709,43.018,68.727,2.017,31.93,
14.134,1.352,27.059,31.718,58.778,1.951,17.568,
14.448,1.356,28.977,30.241,59.197,1.658,7.841,
8.793,1.828,49.993,40.444,90.437,1.604,12.291,
19.29,1.507,29.806,36.561,66.36,2.471,31.015,
26.581,1.012,17.189,29.464,46.616,2.359,19.3,
29.374,1.137,19.55,30.682,49.797,2.129,20.247,
29.216,1.286,23.275,40.787,63.811,3.051,34.393,
29.362,1.298,23.61,39.889,63.496,3.034,42.675,
31.005,0.922,16.791,37.564,54.33,3.118,41.96,15.985
36.266,0.689,8.555,25.761,34.173,2.379,,11.442
34.339,1.161,17.136,35.914,52.802,2.073,,9.971
36.846,0.849,10.126,33.862,43.966,1.753,,13.389
58.585,0.81,3.836,31.184,34.958,2.976,,17.165
44.37,1.107,17.711,37.593,54.984,2.497,,16.069
30.648,0.922,21.82,33.82,55.505,2.298,,11.326
19.453,1.108,25.75,33.915,59.651,2.967,,17.767
32.636,0.849,12.743,26.809,39.176,3.289,,12.532
19.331,1.137,29.488,34.176,63.589,3.234,,20.763
12.402,1.133,35.766,30.393,65.847,1.702,,14.676
30.152,0.923,26.314,28.504,54.764,1.638,,13.445
30.024,0.767,19.553,28.641,48.13,2.769,,6.745
34.3,0.939,19.737,30.563,50.22,2.624,,11.596
33.91,0.933,18.122,25.59,43.638,3.156,37.783,10.147
33.079,0.737,20.143,26.319,46.452,2.317,27.142,8.509
24.475,0.954,21.081,32.213,53.258,2.77,29.557,8.533
24.955,1.066,22.99,30.658,53.138,2.74,32.693,10.728
24.35,1.015,34.262,36.062,70.26,2.264,34.792,8.822
27.294,0.981,28.206,37.348,65.139,2.681,73.539,17.838
25.736,0.664,11.901,30,41.798,2.234,103.718,26.868
42.005,0.547,7.315,16.175,23.414,2.333,105.586,10.993
34.995,0.823,14.52,28.965,43.349,2.462,,9.418
38.769,1.295,21.352,41.787,63.091,2.688,42.516,14.515
33.706,0.794,16.901,31.965,48.56,2.273,51.462,14.533
30.178,0.764,17.781,34.302,51.882,2.654,89.961,20.811
26.962,0.749,17.922,31.86,49.579,1.781,32.86,11.146
23.035,1.124,32.329,44.434,76.715,2.438,26.363,9.929
32.049,0.886,23.85,40.393,64.042,3.245,38.605,15.758
40.802,0.724,11.203,30.652,41.701,3.253,38.19,20.099
30.282,1.052,26.404,48.288,74.348,3.063,41.676,16.185
34.459,1,27.872,47.025,74.833,3.419,61.914,21.363
33.006,1.122,28.898,47.187,76.005,3.438,75.368,22.871
30.269,0.931,22.753,43.33,66.027,3.793,84.601,29.286
29.372,0.8,13.641,33.65,47.016,2.028,23.875,15.587
61.523,1.135,18.744,48.371,67.078,3.111,61.46,29.548
78.007,0.775,3.735,48.739,52.42,3.215,81.601,35.78
13.94,0.62,13.906,37.614,51.446,2.403,57.599,16.432
8.11,0.616,11.545,28.588,39.638,2.253,78.174,16.42
10.176,0.481,4.205,24.792,28.896,2.424,40.562,19.201
9.844,0.521,6.141,30.491,36.501,2.359,,18.989
11.681,0.745,14.958,34.685,48.84,2.419,59.995,20.376
8.428,0.575,6.61,30.013,36.473,2.571,47.419,19.677
8.091,0.678,7.573,35.734,43.259,2.405,39.858,17.216
2.031,0.747,16.713,36.912,52.563,2.41,44.337,15.339
,0.962,21.926,37.877,59.663,2.678,52.487,12.93
,1.182,22.839,43.376,66.203,3.499,36.985,11.215
,1.022,29.018,41.098,69.808,3.052,72.36,17.852
,0.578,4.889,24.794,29.609,2.621,66.353,21.102
,0.695,9.756,25.918,35.632,2.216,42.333,27.492
,0.773,14.217,28.543,42.719,2.319,40.885,17.261
46.329,1.115,23.566,39.36,62.807,2.47,40.149,20.809
31.392,1.295,37.792,49.033,86.243,3.588,67.44,23.008
41.632,1.167,24.955,53.156,77.462,4.206,79.364,27.301
36.383,1.169,26.862,47.833,74.476,3.361,61.931,20.968
38.034,0.907,20.616,40.712,61.322,3.211,53.783,19.072
45.34,0.879,12.801,38.317,50.772,4.655,44.792,18.655
35.884,0.985,25.444,35.979,61.139,2.949,43.589,19.693
34.533,1.159,33.086,43.421,76.497,3.491,45.29,24.69
41.323,1.225,27.992,47.277,75.078,3.203,48.838,19.258
42.095,1.468,28.649,54.92,83.52,3.257,53.84,20.227
43.41,1.186,16.705,44.254,60.941,2.508,61.953,23.933
49.941,0.854,7.242,32.816,39.962,2.804,58.975,16.651
34.481,1.14,19.503,44.514,63.766,2.829,60.524,18.735
37.116,0.847,20.672,32.951,53.552,2.609,53.843,25.072
36.825,1.272,32.678,44.059,76.684,3.497,58.668,19.719
45.386,0.917,16.557,34.802,51.282,3.342,55.95,13.218
50.735,1.022,19.756,42.988,62.683,3.106,51.98,19.185
44.866,1.2,18.648,45.225,63.799,3.231,56.135,32.395
51.363,1.444,23.109,61.334,83.956,4.153,63.71,28.987
47.705,1.057,18.413,46.608,64.965,2.839,52.651,22.832
53.081,1.372,19.17,51.273,70.061,3.183,64.023,28.017
43.238,1.349,24.631,54.169,78.78,3.56,84.312,37.573
26.994,1.094,23.546,43.798,67.286,4.473,79.536,35.594
34.779,1.288,26.119,46.715,72.803,3.609,87.396,21.722
46.063,1.439,22.917,52.211,75.048,5.72,73.39,29.563
42.44,1.429,26.373,50.881,77.249,4.462,70.087,25.146
42.229,1.262,30.473,47.539,77.415,4.188,71.794,24.967
39.969,1.208,25.243,47.151,72.357,4.297,132.376,39.576
47.998,1.332,23.453,53.471,76.658,5.138,86.806,36.068
35.397,0.989,15.077,47.064,62.014,5.304,81.415,32.137
40.559,1.011,16.506,43.797,60.157,4.038,63.157,36.394
42.268,1.082,20.915,48.559,69.019,4.641,67.981,23.874
52.709,1.002,11.533,50.672,62.159,4.371,57.086,28.853
49.974,1.102,18.529,47.864,66.253,3.207,62.485,31.815
45.46,1.184,23.14,43.344,66.298,4.26,72.077,24.375
33.385,1.118,20.409,40.247,60.654,3.858,63.312,19.619
33.149,1.012,11.057,34.776,45.693,4.216,,18.836
45.072,0.757,7.764,31.306,38.923,3.043,,14.203
54.378,0.733,7.392,26.7,33.764,4.162,51.505,14.799
40.529,1.117,22.09,44.506,66.313,3.647,42.043,18.766
47.977,1.145,17.6,47.224,64.562,3.453,57.721,25.359
48.212,0.941,19.795,40.354,60.09,4.152,43.987,22.512
50.715,1.25,19.237,52.437,71.613,4.271,51.572,23.079
48.132,1.189,20.727,55.466,76.022,4.246,49.291,20.239
42.933,1.418,30.981,58.794,88.954,4.392,65.919,23.71
60.783,1.196,19.961,48.473,68.352,4.488,48.841,21.104
43.164,0.89,14.71,44.277,58.909,3.121,41.133,11.657
43.666,1.059,18.892,40.842,59.415,3.171,44.024,12.764
49.598,0.798,6.593,31.188,37.504,3.585,57.073,24.999
49.726,0.67,7.313,26.478,33.203,3.218,43.583,30.385
35.54,0.91,14.615,36.013,49.624,2.832,47.689,26.625
37.513,0.932,21.438,37.034,57.46,4.072,45.454,16.982
38.43,1.047,19.86,42.136,60.987,4.602,43.281,13.098
35.014,1.237,30.097,51.194,80.272,4.046,51.945,18.876
41.335,1.236,24.288,47.896,71.184,4.145,56.017,26.771
39.562,0.983,13.861,32.92,45.628,3.228,50.938,25.901
41.295,0.999,12.667,31.862,43.525,3.611,35.989,16.713
38.162,1.09,21.773,38.621,59.391,3.652,49.862,19
45.451,1.166,24.611,47.056,70.658,4.824,50.667,16.417
36.843,1.375,41.945,48.209,89.15,4.676,57.143,19.941
28.839,1.101,28.772,40.942,68.694,3.801,58.676,18.005
36.603,1.15,30.021,40.981,69.999,3.821,74.152,20.914
44.41,1.116,26.046,38.373,63.413,3.887,59.357,16.401
50.778,0.843,8.679,33.13,40.79,4.128,51.308,20.843
34.233,1.237,27.022,44.995,71,3.824,50.056,20.706
39.948,1.242,28.233,44.914,72.123,3.85,53.197,16.907
34.366,1.318,37.245,46.119,82.356,4.081,60.411,21.954
36.575,1.163,31.521,41.52,72.029,4.074,65.95,17.657
51.826,1.291,28.141,50.936,78.068,4.086,74.263,20.113
50.412,0.933,14.918,38.871,52.788,3.893,60.327,20.836
41.89,1.897,46.801,60.753,106.558,5.024,75.253,27.774
36.615,1.649,55.789,52.708,107.497,3.651,89.533,24.917
36.151,1.3,28.963,50.12,78.083,4.411,93.139,26.456
30.609,1.283,35.228,44.021,78.678,4.407,67.25,23.348
30.233,1.197,33.039,42.296,75.333,3.79,60.556,20.07
39.119,1.159,28.171,45.937,74.086,4.485,60.448,16.648
39.396,0.944,21.612,36.183,57.789,4.508,57.2,17.361
35.87,1.268,39.566,50.839,90.4,4.813,53.038,16.705
25.384,1.378,50.6,53.422,103.987,4.57,57.946,15.363
25.034,1.603,69.983,53.015,122.992,4.89,96.656,20.886
24.885,1.235,39.832,46.422,86.229,4.112,55.741,13.201
33.222,1.184,34.021,49.95,83.948,8.572,52.059,14.626
35.513,1.208,40.013,50.313,90.31,7.213,48.945,14.73
36.745,1.078,30.505,48.745,79.235,6.99,42.581,13.221
46.62,0.989,22.137,41.162,63.295,10.549,41.624,28.979
38.359,1.161,28.911,42.002,70.905,9.507,40.697,18.531
30.94,1.278,32.236,48.224,80.394,14.258,46.858,16.683
35.51,1.232,26.919,45.21,72.119,12.88,45.031,14.574
31.83,1.437,39.708,59.656,99.289,11.533,59.115,26.096
36.849,1.192,27.318,57.372,84.676,7.298,47.853,27.95
30.501,1.002,35.516,45.326,80.828,3.665,37.962,17.015
47.246,1.09,35.835,45.282,81.106,5.278,34.13,13.508
,1.219,42.242,57.659,99.903,4.656,47.892,19.093
,1.586,29.332,49.683,79.398,4.687,49.113,15.268
,2.007,31.538,48.419,79.947,5.19,59.5,16.084
,1.517,44.425,50.969,95.39,4.412,58.452,16.091
54.361,1.494,31.079,56.861,87.942,5.987,74.347,22.008
25.65,1.112,21.949,44.733,66.669,7.573,66.889,19.925
28.077,1.24,30.948,48.823,79.772,5.084,59.033,16.437
21.531,1.354,42.737,55.545,98.282,4.57,55.325,16.345
20.203,1.467,53.589,55.056,108.644,4.778,63.237,19.033
26.127,1.434,44.876,55.409,100.274,5.67,65.286,18.002
22.432,1.365,42.181,55.684,97.822,6.762,62.635,17.989
20.13,1.438,44.371,56.43,100.772,6.89,60.407,18.753
19.932,1.344,47.32,48.114,95.434,6.238,50.824,14.718
23.634,1.576,45.47,58.788,104.26,7.369,58.293,17.009
20.023,1.271,52.345,49.478,101.74,4.269,65.497,17.522
22.344,1.213,39.517,47.178,86.665,4.623,55.375,15.947
21.033,1.386,46.351,53.41,99.735,5.142,65.766,19.738
16.78,1.478,50.053,53.166,103.2,5.163,61.166,18.971
18.306,1.492,52.296,52.556,104.845,4.023,63.779,16.802
21.18,1.222,41.342,44.894,86.218,4.465,53,15.232
24.761,1.416,47.161,56.894,104.055,6.355,59.812,17.515
24.961,0.904,27.736,42.84,70.564,4.641,57.904,15.452
17.719,1.446,44.784,47.832,92.618,3.675,66.815,17.485
15.077,0.923,22.268,38.022,60.258,4.971,61.335,15.375
18.518,1.129,39.637,39.09,78.711,4.577,37.223,8.613
15.884,1.613,63.675,57.9,121.575,4.749,60.192,17.705
20.382,1.36,49.616,49.536,99.15,5.192,60.017,18.781
18.942,0.905,29.754,38.966,68.676,4.4,56.732,17.241
23.286,0.824,19.011,35.246,54.207,4.446,41.883,12.58
20.73,1.105,35.841,33.301,69.113,2.741,30.539,10.708
15.922,1.24,40.023,39.519,79.535,3.763,42.327,11.15
19.525,1.11,20.052,32.244,52.28,4.874,26.195,9.458
17.701,0.906,24.901,34.368,59.254,4.103,30.863,10.352
16.907,1.03,24.329,29.871,54.2,2.892,19.394,11.201
10.385,1.435,47.653,40.815,88.459,4.007,35.453,14.939
14.275,1.823,60.714,57.028,117.741,3.937,71.701,38.056
16.811,1.983,52.561,65.501,118.062,4.667,69.454,34.247
16.763,2.376,60.27,81.131,141.401,5.056,80.128,37.914
17.751,2.133,52.308,77.454,129.761,5.329,75.038,35.372
19.679,1.997,48.872,75.269,124.141,5.416,80.131,34.218
29.237,1.526,33.209,68.9,102.109,7.576,78.084,38.874
32.865,1.545,27.332,61.795,89.126,6.613,61.517,31.569
18.857,1.666,49.021,65.722,114.742,6.328,61.85,22.243
12.324,1.985,66.672,68.569,135.241,5.213,60.663,21.156
17.069,1.775,47.365,71.526,118.893,5.622,61.98,22.631
17.589,1.683,56.405,70.251,126.658,5.049,52.767,17.892
14.189,1.897,67.997,68.17,136.167,4.802,77.252,28.625
20.739,1.719,44.373,60.473,104.843,5.663,68.058,25.81
14.984,2.078,58.991,67.764,126.756,5.923,71.459,27.709
24.54,2.17,44.972,71.807,116.778,5.8,83.095,34.005
17.433,2.248,59.442,80.134,139.576,7.813,83.017,32.242
16.904,1.954,66.299,69.86,136.161,5.993,72.357,25.769
13.645,1.791,62.718,61.983,124.7,8.171,76.3,23.415
12.32,1.99,69.282,58.908,128.163,5.769,56.268,18.072
17.051,1.859,51.624,60.11,111.735,3.236,58.664,23.301
19.179,2.309,64.831,75.27,140.101,5.586,77.157,30.01
12.304,1.965,68.355,69.54,137.894,6.213,66.309,23.556
22.323,1.944,67.268,73.199,140.467,5.852,75.582,27.662
,1.931,46.544,74.818,121.359,6.033,96.504,39.794
