O3,CO,NO,NO2,Nox,SO2,PM10,PM2.5
8.212,0.919,27.242,48.891,76.135,2.638,28.125,17.965
6.849,1.863,86.458,67.757,154.214,4.353,54.639,29.181
9.875,1.349,66.328,70.5,136.829,5.667,65.393,25.53
10.215,1.129,45.271,63.986,109.257,4.428,46.816,17.832
15.998,1.02,29.386,51.737,81.123,3.887,34.133,12.82
17.953,2.884,25.125,48.567,73.692,3.675,29.83,9.962
20.624,1.238,40.365,60.26,100.624,3.122,36.367,16.103
14.137,1.178,45.194,58.785,103.98,4.632,40.776,14.268
18.641,1.332,41.145,69.126,110.269,4.255,46.753,18.419
15.398,1.024,22.859,61.104,83.961,3.669,47.582,17.572
7.192,1.4,59.767,58.32,118.085,3.479,54.69,14.104
17.663,0.896,16.594,37.604,54.198,2.341,28.636,13.478
27.943,1.822,13.116,30.884,43.999,2.395,23.971,12.124
17.167,1.035,28.462,44.199,72.662,2.583,25.952,9.161
16.102,1.078,38.488,43.189,81.659,2.955,29.206,11.31
17.783,0.925,34.314,41.447,75.759,2.99,35.869,11.914
12.796,1.225,48.892,49.726,98.618,4.573,32.566,11.31
10.403,2.186,46.41,50.305,96.709,4.694,46.213,13.314
14.084,1.086,22.57,40.721,63.291,3.093,86.589,20.289
20.931,2.01,13.796,39.693,53.477,2.751,62.864,15.044
15.596,2.143,56.431,58.986,115.417,4.8,73.908,22.217
15.924,0.842,65.682,70.428,136.111,5.659,78.21,23.755
16.768,0.532,46.295,60.154,106.45,4.154,62.683,23.352
16.186,0.468,33.696,50.153,83.849,3.547,52.447,21.834
19.923,0.433,14.858,36.975,51.832,2.729,32.613,17.141
26.617,0.395,19.372,43.553,62.926,3.686,41.668,17.704
27.174,0.353,6.573,31.037,37.609,2.394,28.034,12.281
14.746,0.392,32.64,48.855,81.495,3.819,30.048,13.421
14.635,0.45,44.258,50.722,94.986,3.936,38.754,17.683
20.463,0.443,38.758,48.133,86.891,4.605,42.205,13.7
24.485,0.311,18.96,38.384,57.343,3.492,42.812,18.286
23.07,0.44,19.06,34.269,53.33,4.782,41.877,18.499
8.993,0.397,42.913,43.857,86.771,3.309,56.375,23.167
,0.383,21.382,33.639,55.021,2.068,29.543,15.409
8.778,0.578,33.024,46.538,79.556,2.215,25.823,13.14
10.139,0.436,37.644,59.723,97.366,3.488,54.615,25.552
9.146,0.533,66.162,76.641,142.803,4.184,83.362,41.965
15.811,0.444,42.965,77.153,120.116,5.506,74.237,36.222
13.141,0.341,31.65,39.853,71.505,2.548,116.349,44.877
16.131,0.402,29.765,41.771,71.536,2.799,92.925,29.9
30.597,0.255,4.959,25.124,30.076,2.317,39.653,15.995
26.438,0.306,8.177,31.433,39.609,2.333,24.489,14.518
27.036,1.218,28.738,34.584,61.823,2.779,,22.509
31.616,1.069,17.513,30.477,47.085,2.897,,15.494
24.435,1.784,40.229,41.151,79.862,3.744,,26.001
24.385,1.338,27.904,33.355,59.755,3.172,,11.816
28.717,1.443,37.334,36.052,71.133,2.981,,20.441
44.574,0.898,14.689,20.609,34.097,3.22,,5.853
29.63,1.263,20.066,29.599,48.913,1.96,,13.483
29.067,1.336,25.544,31.683,55.563,1.989,,19.593
31.881,1.874,70.97,33.986,103.206,3.31,,19.287
21.784,2.172,82.016,45.287,123.431,3.994,,16.349
29.712,1.306,29.915,38.06,65.395,2.808,,11.541
17.88,2.119,76.041,58.94,132.191,6.43,,26.954
16.337,1.746,40.97,48.44,87.057,2.304,,23.514
9.835,1.588,51.84,43.22,92.195,2.358,,22.042
14.99,1.417,47.313,35.583,80.73,2.35,,13.204
4.452,2.188,71.499,47.124,117.313,2.628,,22.665
14.798,2.179,65.807,49.381,112.127,2.085,,28.482
24.982,2.194,87.859,47.818,135.364,3.591,,27.876
28.536,1.352,38.053,42.25,77.329,2.291,,17.092
24.57,1.528,36.294,49.762,83.399,2.207,,36.737
26.291,1.673,37.516,52.409,87.872,4.401,,41.941
26.703,2.315,83.26,54.964,135.747,4.813,,40.25
27.878,2.116,78.769,45.289,122.028,3.907,,21.554
28.604,2.562,93.649,53.764,144.472,5.312,,21.828
22.93,2.646,121.929,62.916,178.342,3.453,,31.271
31.436,2.426,89.068,63.308,148.028,4.165,,32.807
22.167,2.092,90.001,61.898,144.773,3.111,,27.073
19.182,2.671,130.282,56.361,177.676,2.965,,24.57
17.85,2.001,72.978,49.138,118.495,4.025,,26.709
28.483,1.452,38.878,36.212,71.941,3.209,,22.484
18.69,2.689,109.189,50.419,155.986,5.547,,30.744
11.969,2.467,110.844,47.326,151.78,3.471,,25.334
22.746,2.279,105.864,48.215,144.988,3.983,,22.668
20.97,1.827,97.999,52.67,144.269,3.151,,15.048
29.07,1.834,65.464,46.789,108.319,3.367,,20.13
32.002,1.188,41.683,37.64,75.557,3.646,,16.197
26.407,2.014,89.325,44.736,130.2,2.523,,16.745
22.482,2.467,112.487,49.939,155.667,3.046,,19.75
26.44,1.815,57.158,42.827,96.708,3.119,,17.605
23.328,2.092,124.127,54.998,170.352,3.367,,18.91
25.731,2.548,138.864,56.059,193.06,5.069,,31.218
22.706,2.083,82.103,47.843,122.395,3.346,,38.488
41.743,1.192,40.39,30.137,64.486,1.939,,15.353
39.338,1.163,29.959,32.698,58.999,2.768,,14.318
43.404,2.31,78.791,51.874,127.749,4.412,,26.741
30.345,1.777,87.901,50.019,131.039,3.334,,22.615
32.779,1.673,61.83,45.904,100.768,3.175,,28.339
27.081,1.277,50.88,42.181,88.464,3.287,,13.168
24.483,1.705,88.124,54.291,136.577,4.475,,16.621
26.729,1.792,80.036,51.623,127.666,5.32,,26.019
35.64,1.263,25.181,36.635,59.583,4.639,,18.513
23.442,2.057,89.165,61.909,145.825,4.786,,25.976
24.341,2.594,129.741,64.328,186.753,5.022,,30.758
28.616,1.644,45.48,51.21,91.539,4.217,,33.285
27.518,2.162,80.987,54.143,130.75,6.058,,37.533
24.601,1.513,54.683,44.069,94.47,3.075,,21.252
46.353,2.182,63.818,68.996,130.408,5.168,,61.424
57.85,2.672,89.84,72.55,160.728,4.245,,67.88
30.107,2.897,148.872,61.359,205.853,4.803,,28.368
39.59,1.636,62.116,41.717,100.501,3.32,,24.451
42.403,1.192,42.839,39.807,80.623,3.878,,18.012
36.388,1.75,75.925,50.107,121.512,4.556,,29.97
38.435,2.523,88.99,50.778,133.671,4.613,,31.161
45.257,1.705,56.198,47.876,100.474,4.54,,25.148
39.409,2.192,88.676,51.897,137.144,3.406,,25.04
37.812,2.305,96.28,52.787,144.75,2.978,,22.601
28.711,2.646,133.332,59.206,182.726,4.505,,25.763
28.4,3.276,186.664,67.805,245.453,6.412,,23.901
27.314,2.617,149.604,59.518,206.425,4.816,,40.195
34.819,2.138,99.659,45.003,140.388,4.309,,36.637
40.489,1.543,77.462,42.447,113.189,4.135,,18.319
34.512,1.749,85.706,41.516,121.798,3.974,,19.105
33.786,2.559,113.453,56.797,161.886,5.473,,18.211
45.792,1.859,47.094,51.026,95.325,3.785,,32.908
62.866,1.743,66.081,53.727,114.452,5.494,,41.262
59.14,2.377,76.868,58.036,128.767,5.519,,34.705
75.023,1.999,78.275,52.291,125.795,6.032,,30.617
38.017,2.001,83.969,56.721,136.269,6.083,,
,3.056,138.688,48.415,181.59,6.055,,29.842
,2.84,139.189,62.746,190.33,4.1,,27.976
,3.238,186.637,69.747,245.229,5.97,,37.783
,3.089,139.855,74.645,206.871,5.427,,48.083
,2.802,128.581,67.382,189.831,4.021,,32.025
,2.073,91.484,49.072,137.346,5.527,,41.639
,2.384,111.794,57.615,164.596,4.929,,
,2.657,137.644,47.648,181.002,4.2,,
,2.82,137.609,73.081,205.86,5.428,,20.74
,1.932,85.69,65.643,146.613,5.436,,16.137
32.03,1.874,62.472,53.389,111.143,3.934,,23.385
37.814,1.75,81.458,57.481,133.27,4.003,,45.187
47.196,2.751,92.075,67.463,156.372,7.13,,43.636
37.653,2.902,131.316,60.096,186.97,6.194,,36.073
40.767,2.644,96.097,63.559,156.781,4.182,,40.375
44.551,1.637,38.52,48.808,84.074,3.6,,28.333
28.027,1.406,37.507,43.123,77.746,3.957,,26.347
28.66,2.558,101.187,55.19,150.714,5.314,,28.528
42.154,2.056,58.056,56.532,110.058,4.833,,28.828
36.349,2.632,103.463,67.36,165.859,5.285,,35.455
35.723,1.907,70.872,57.265,122.236,3.778,,26.542
30.859,2.428,102.262,60.035,158.35,4.091,,39.011
42.844,2.685,85.616,63.057,144.076,4.123,,36.061
29.79,1.839,73.283,57.657,123.292,5.738,,30.029
41.195,1.384,41.863,45.809,83.866,4.016,,19.125
35.508,3.03,139.193,72.288,207.528,5.787,,31.637
43.916,2.333,101.318,64.73,161.683,4.811,,31.414
42.968,2.265,96.847,61.872,156.139,4.677,,405.611
38.185,2.696,123.598,54.997,173.444,4.865,,37.874
25.979,1.798,93.387,53.194,141.813,4.005,,27.239
34.337,1.16,29.888,37.75,65.088,2.765,,20.771
38.428,1.328,38.112,39.195,73.385,4.516,,16.551
42.873,1.878,68.43,49.514,112.63,3.174,,17.833
36.71,1.802,88.423,60.866,143.598,3.869,,23.546
42.212,1.962,61.122,58.131,114.593,2.293,,24.459
42.889,1.767,61.763,48.83,106.919,3.769,,17.892
42.629,2.812,97.414,69.526,162.408,5.239,,27.395
36.034,3.17,159.651,80.056,233.785,6.12,,28.959
30.987,3.233,126.918,77.411,198.052,5.477,,28.709
46.085,2.701,122.282,68.22,184.234,5.114,,26.106
37.724,2.513,140.891,63.697,201.561,4.361,,26.352
40.578,2.431,120.921,56.494,171.919,3.866,,24.79
38.082,1.874,58.11,50.742,105.696,3.743,,26.437
39.864,2.03,62.852,50.743,108.65,2.323,,19.781
31.32,2.481,88.275,59.355,142.224,3.492,,31.764
28.304,2.63,125.399,61.045,180.245,4.742,,27.116
38.363,2.591,109.175,57.739,160.75,3.909,,27.578
36.766,2.594,104.787,59.456,158.064,4.865,,25.714
36.28,2.768,105.561,63.936,164.014,4.043,,37.223
41.992,1.339,29.431,35.929,62.842,3.468,,24.446
38.866,1.551,43.256,39.506,78.287,3.521,,18.335
29.11,2.904,110.352,56.153,160.164,4.324,,23.439
28.688,2.927,129.178,70.708,193.869,6.002,,34.116
32.067,2.115,80.464,51.583,127.678,3.251,,25.68
26.43,1.919,47.756,43.039,86.974,3.863,,17.787
22.589,2.614,131.821,59.515,185.047,4.525,,31.557
33.592,1.686,65.766,47.104,108.431,3.302,,21.239
44.067,0.943,26.327,36.81,61.079,3.343,,16.455
28.506,1.94,89.893,54.628,138.018,5.011,,17.587
31.009,2.841,134.6,60.14,188.209,4.254,,22.962
27.279,3.29,159.027,57.547,207.524,5.305,,27.871
30.862,3.402,165.47,54.585,210.274,5.291,,29.745
37.471,3.732,170.969,66.453,229.654,3.543,,36.064
37.394,2.869,141.757,55.452,193.649,4.953,,29.732
23.746,3.605,135.27,70.587,199.874,4.466,,32.132
25.854,2.595,88.952,55.5,138.581,4.097,,26.143
28.142,2.639,88.969,56.612,142.722,3.753,,36.417
29.566,1.655,43.433,42.482,81.694,4.511,,22.863
26.414,2.774,122.649,52.393,166.377,5.245,,24.724
27.415,3.33,167.848,63.909,221.167,5.138,,27.434
27.539,2.549,142.407,53.421,189.397,5.473,,23.64
23.742,3.577,196.073,68.989,256.75,6.558,,24.504
19.927,3.01,159.398,67.631,214.11,4.637,,16.585
21.151,2.133,82.477,51.788,129.375,3.344,,25.605
22.592,1.768,53.712,46.416,95.769,2.773,,21.055
29.938,1.797,63.001,54.501,112.11,7.658,,20.204
29.204,2.118,97.031,55.291,146.525,10.02,,19.599
30.097,2.41,109.947,54.131,160.065,8.362,,25.294
34.585,2.401,95.937,51.453,144.964,11.431,,21.676
36.181,1.968,70.725,43.268,111.846,11.641,,22.96
22.087,2.203,84.682,52.642,135.393,14.787,,24.895
33.222,1.369,67.874,50.216,112.249,11.862,,20.867
28.358,2.451,132.253,66.073,192.808,12.184,,32.83
28.246,2.913,151.037,69.346,215.877,6.9,,30.5
25.342,2.726,137.003,57.581,188.962,4.588,,25.476
23.786,2.445,126.119,55.629,174.431,6.17,,19.927
27.183,3.411,205.192,73.59,272.083,7.523,,33.115
27.675,3.259,188.584,75.232,257.763,4.642,,34.25
30.224,2.672,132.861,69.468,193.358,3.728,,28.475
25.295,2.823,146.412,65.824,206.562,5.174,,32.031
27.096,2.84,130.208,68.788,195.135,5.244,,38.658
23.966,2.031,85.535,56.898,137.758,8.11,,32.149
22.651,3.138,143.644,67.433,205.185,7.132,,28.432
22.044,2.869,154.136,69.978,215.819,6.828,,30.176
21.299,2.477,112.293,62.761,169.654,4.26,,28.74
21.202,3.207,178.439,72.03,242.807,5.293,,30.992
21.496,2.553,116.631,68.422,178.04,7.425,,28.55
19.126,3.167,172.793,69.235,227.899,8.787,,31.715
22.609,2.266,110.587,53.345,159.459,5.896,,22.835
20.205,3.417,157.803,68.25,218.933,9.543,,29.345
22.292,3.057,188.977,59.895,241.456,5.068,,28.578
21.903,2.246,100.664,59.1,155.346,6.781,,24.018
21.044,2.864,144.057,65.148,204.683,5.451,,30.778
17.019,2.906,143.706,63.486,199.239,5.871,,29.561
21.916,2.425,116.462,58.282,167.993,4.028,,23.467
21.599,2.997,164.79,56.289,215.079,4.775,,23.845
22.23,3.681,186.061,69.902,250.7,5.378,,28.2
21.263,2.899,141.459,60.916,198.115,5.512,,26.634
19.444,2.079,84.45,50.568,129.518,3.545,,26.291
19.846,1.322,42.388,38.45,77.139,4.133,,23.133
19.154,1.498,60.402,46.702,100.564,5.399,,15.125
15.805,2.81,151.523,66.586,210.244,6.6,,27.463
18.417,2.445,134.279,60.648,189.007,4.855,,24.458
16.24,2.38,125.826,51.936,171.986,3.943,,25.049
22.837,1.482,,,,3.689,,20.919
17.851,2.131,,,,3.661,,16.741
17.315,2.317,,,,3.873,,21.602
16.316,1.966,,,,3.466,,20.676
15.442,1.852,,,,4.544,,26.696
15.601,1.487,,,,2.43,,17.072
11.352,2.617,,,,4.426,,28.131
13.408,2.901,,,,6.438,,58.952
15.393,3.402,,,,6.809,,52.944
17.171,3.75,214.688,103.63,305.541,11.486,,58.626
15.899,4.228,288.777,97.259,380.586,7.782,,66.406
20.115,4.536,330.818,96.952,424.907,8.497,,70.035
22.321,3.914,229.928,87.943,314.888,10.198,,62.311
21.095,3.889,197.695,85.267,280.373,7.192,,50.282
15.571,4.091,251.978,78.649,325.967,7.439,,40.719
10.082,4.57,329.81,86.46,403.99,7.957,,45.056
16.958,4.191,281.529,89.069,366.185,6.6,,48.537
12.522,3.916,230.481,86.925,313.377,5.591,,34.041
11.947,3.677,216.215,83.543,291.644,4.962,,48.904
18.689,3.192,174.697,71.54,242.431,8.013,,44.443
13.126,3.528,187.303,78.239,258.742,5.891,,42.836
21.404,4.127,245.486,81.411,326.057,7.167,,55.121
14.55,3.667,177.155,88.693,261.309,9.565,,52.376
16.669,3.458,217.629,82.666,295.706,5.577,,52.986
11.847,3.481,202.284,75.818,268.709,8.845,,43.916
10.652,3.218,214.096,71.262,278.005,6.135,,33.594
14.115,4.032,264.197,73.96,335.444,6.235,,46.132
16.191,4.512,204.783,94.141,293.224,5.849,,60.153
10.148,4.74,286.737,90.063,376.477,7.723,,61.438
13.356,4.361,265.69,89.986,349.645,6.146,,56.205
19.219,5.013,316.549,92.398,406.859,10.911,,81.573
12.624,3.966,246.691,84.672,325.768,6.79,,60.563
13.512,3.807,269.101,73.527,338.03,5.778,,45.425
13.123,3.521,222.377,67.072,286.261,4.548,,42.762
13.988,2.832,141.466,64.574,197.228,5.117,,33.011
20.963,1.779,67.835,41.12,104.405,3.887,,
7.234,2.727,156.3,61.114,210.182,5.5,,36.241
8.289,2.683,109.947,64.717,171.035,4.147,,38.368
8.477,2.167,91.171,52.131,140.107,3.2,,36.656
6.452,2.223,103.256,46.889,146.748,4.197,,25.844
8.31,1.463,59.208,39.915,95.06,2.045,,17.791
10.838,1.702,69.215,46.694,111.255,2.709,,21.163
14.86,1.533,58.522,49.091,103.669,3.019,,29.847
5.523,1.766,68.34,56.029,121.02,4.714,,31.425
5.149,2.194,94.478,61.244,151.31,6.05,,31.084
4.186,2.411,106.085,62.325,164.532,4.528,,40.792
8.83,1.576,65.391,47.56,109.078,5.238,,27.126
7.926,1.402,56.168,49.098,101.506,4.288,,20.306
4.62,2.11,56.732,51.606,106.613,2.002,,14.673
3.423,1.941,81.11,49.083,127.869,4.442,,28.494
4.173,1.779,68.659,61.589,128.872,6.738,,46.654
5.4,1.982,71.503,66.145,135.018,4.862,,45.405
7.248,1.825,53.878,60.143,111.59,3.641,,53.004
,,,,,,,
4.751,1.477,115.858,58.915,170.569,8.543,,44.409
4.105,2.444,113.9,53.906,163.746,3.642,,22.975
5.649,2.957,139.327,50.795,188.315,4.504,,38.17
5.489,3.736,,,,7.809,,59.276
6.463,3.878,,,,6.359,,102.79
4.464,2.516,127.15,63.9,184.046,5.736,,51.232
6.637,2.148,107.943,60.708,164.682,5.637,,43.255
4.84,2.383,90.076,64.314,151.893,5.34,,50.996
3.934,2.237,107.738,56.551,160.04,5.208,,26.856
4.082,2.15,95.438,55.236,146.214,4.048,,17.647
5.76,2.04,74.073,56.545,127.615,3.985,,29.27
8.079,2.706,117.136,72.488,186.414,4.326,,51.822
5.797,2.859,137.618,78.532,212.515,9.313,,66.247
6.519,2.346,102.805,67.308,168.341,7.207,,60.884
4.69,2.54,118.722,65.404,180.436,9.31,,47.044
4.527,2.599,123.14,67.961,186.216,9.265,,65.191
4.193,2.467,99.961,67.314,163.602,7.844,,73.34
5.587,2.359,81.436,72.962,152.232,10.566,,74.475
3.403,3.967,177.59,77.911,251.265,6.087,,71.853
3.972,3.756,176.91,90.271,265.466,6.705,,82.319
4.682,2.272,84.864,67.738,150.421,5.413,,85.351
8.484,2.189,79.663,56.191,131.438,3.553,,35.054
6.883,2.555,136.093,64.443,197.859,4.546,,43.583
5.311,2.541,117.981,78.61,191.474,,,51.365
6.777,2.545,96.769,76.271,169.854,,,65.43
4.462,3.221,137.202,80.569,214.425,,,80.678
6.276,2.295,78.077,63.854,139.142,,,47.783
11.361,1.42,35.558,40.575,74.239,,,14.57
6.05,3.297,145.364,72.712,216.16,,,40.52
5.148,3.853,174.666,86.801,258.792,,,64.639
4.718,4.329,195.495,97.223,290.11,,,81.793
4.892,5.003,231.104,105.842,333.646,,,93.955
5.068,4.851,209.41,110.64,316.13,,,117.698
6.877,5.089,234.663,97.378,329.06,,,87.025
5.953,3.745,159.708,96.685,254.237,,,105.303
,3.983,181.078,95.518,273.335,,,96.433
,5.887,258.004,120.642,374.543,,,96.769
6.986,4.176,186.849,91.358,280.117,,,65.446
6.592,2.072,83.62,63.696,144.588,,,40.105
5.995,2.611,103.993,74.413,175.413,9.738,,63.539
5.774,3.624,187.563,94.037,279.227,8.664,,83.637
6.763,3.322,154.189,89.599,241.61,7.458,,86.444
6.329,3.264,131.935,94.439,225.024,6.4,,86.828
5.433,4.404,200.294,113.102,310.218,8.548,,106.768
5.553,5.849,260.454,123.035,382.303,11.683,,114.81
5.077,5.865,273.528,123.524,396.436,12.59,,123.409
5.797,4.774,202.12,115.949,315.985,12.758,,122.725
5.8,5.516,244.377,114.907,354.907,8.327,,119.715
6.779,4.094,185.042,87.312,268.485,5.816,,62.55
10.525,4.141,205.407,80.66,281.631,5.483,,43.787
9.427,3.491,130.525,70.479,195.748,6.386,,34.953
12.756,2.716,101.977,59.82,155.239,3.561,,22.91
20.748,1.594,45.947,48.116,90.339,4.042,,14.953
10.827,3.193,156.894,65.707,218.3,7.464,,29.334
12.926,1.401,39.021,44.681,81.492,3.458,,17.799
9.662,1.507,60.13,50.926,108.121,4.838,,16.739
9.656,1.843,68.287,58.457,123.606,4.683,,22.043
7.59,2.532,112.664,72.825,182.648,6.659,,37.936
6.554,3.902,173.023,104.596,274.958,12.491,,75.674
6.03,3.776,191.292,97.083,284.92,12.792,,70.252
7.938,3.962,183.225,97.54,276.1,10.317,,71.335
7.876,4.54,228.311,94.213,315.17,15.327,,71.531
8.221,3.278,117.176,78.375,193.809,12.542,,63.292
18.923,1.708,46.084,42.828,85.187,2.709,,17.907
12.206,1.777,47.474,60.247,106.054,5.639,,20.644
11.773,2.486,89.085,61.983,147.907,5.342,,25.528
10.773,3.83,168.447,86.302,253.42,8.287,,54.521
13.443,3.551,148.317,89.395,237,6.812,,67.219
11.739,3.372,149.851,89.325,234.85,6.58,,66.25
5.519,3.563,151.844,76.844,224.093,4.922,,48.028
19.03,2.199,58.788,41.664,95.841,2.536,,16.5
10.589,2.495,77.907,52.363,127.416,1.87,,28.43
9.217,3.649,133.105,88.219,218.504,5.531,,63.054
9.133,4.78,220.528,88.387,311.909,7.782,,55.143
12.102,4.263,226.53,74.819,296.432,7.345,,43.816
13.165,3.284,181.761,70.425,243.354,7.574,,32.827
12.321,3.411,181.377,67.524,242.422,7.406,,29.319
10.322,4.058,210.139,80.615,288.422,6.477,,38.389
13.953,4.001,205.292,81.536,284.396,8.244,,43.774
11.636,4.396,229.379,90.7,318.857,7.752,,48.312
14.519,4.025,205.755,81.952,289.976,6.838,,46.453
8.308,3.769,158.542,69.506,221.605,4.399,,24.082
17.558,1.81,54.485,44.401,94.341,2.135,,13.422
25.285,1.312,46.298,41.329,83.216,2.237,,10.744
13.681,2.295,98.243,60.098,151.474,4.283,,14.422
15.815,2.202,88.047,54.187,135.238,4.522,,11.773
17.482,2.564,87.746,53.034,133.082,3.953,,12.787
12.991,2.215,85.865,57.289,138.042,5.491,,15.159
11.671,1.993,69.768,57.97,125.583,5.506,,24.438
11.753,1.365,53.679,47.613,96.616,4.401,,22.887
14.089,1.492,43.845,51.335,91.877,3.442,,28.942
14.005,2.124,69.117,70.751,136.793,6.469,,37.452
13.464,2.75,107.489,83.394,187.928,8.523,,50.037
15.835,2.478,106.22,72.277,175.328,8.21,,39.581
13.184,2.618,115.148,64.321,173.523,6.393,,30.246
16.357,2.711,126.111,56.523,175.409,3.282,,21.742
27.784,1.432,36.996,45.971,80.169,2.909,,26.603
27.912,1.569,43.065,36.828,75.602,3.483,,12.876
15.628,2.073,63.598,60.28,121.146,3.802,,25.711
13.038,3.075,148.261,66.713,208.214,7.199,,26.933
19.032,1.86,68.905,59.994,124.481,6.287,,27.614
24.108,1.717,74.36,49.164,113.911,5.065,,18.433
20.295,1.722,61.331,43.393,98.553,6.25,,18.083
6.934,2.024,64.868,52.293,115.079,4.155,,26.183
10.752,1.776,59.147,38.386,94.821,1.848,,
10.255,1.805,50.245,53.89,102.59,2.499,,36.586
6.993,2.445,96.913,70.541,162.342,4.827,,60.664
10.421,2.769,90.612,85.01,172.764,7.705,,87.441
14.974,3.171,99.397,88.962,185.907,8.223,,85.475
13.293,2.859,118.471,49.165,163.023,4.688,,61.111
16.733,2.455,104.679,51.167,150.388,4.358,,37.256
29.784,1.193,46.669,31.781,73.084,3.008,,10.766
30.244,1.239,27.034,31.91,56.898,1.801,,9.84
33.884,0.503,8.906,24.13,33.036,1.344,21.145,11.655
35.344,0.502,10.732,25.883,36.583,2.482,26.175,11.283
31.522,0.576,7.483,22.584,30.067,2.244,23.994,14.37
28.726,0.307,4.021,16.739,20.76,1.555,12.446,8.26
26.547,0.693,9.931,22.575,32.498,2.101,16.301,11.585
22.844,0.878,15.894,28.27,44.155,2.635,25.745,21.708
33.51,0.428,4.313,19.954,24.262,2.281,27.352,17.488
30.57,0.699,6.531,24.721,31.243,2.521,,16.271
32.831,0.713,9.959,27.278,37.2,2.794,31.732,16.442
24.587,0.722,11.483,28.678,40.151,2.124,23.066,13.096
32.646,0.611,10.996,20.608,31.605,1.869,18.088,12.711
45.82,0.372,2.042,7.776,9.794,1.495,10.854,5.493
35.778,0.502,4.779,16.244,21.017,1.904,15.968,12.081
32.993,0.917,6.47,22.614,29.085,2.029,40.212,14.818
30.934,0.809,7.747,21.311,29.058,1.559,50.755,21.075
35.182,0.361,9.646,17.789,27.435,2.039,34.28,13.031
35.697,0.321,4.907,17.462,22.355,1.952,23.581,11.377
20.74,0.632,22.958,40.477,63.437,4.042,38.727,14.426
19.881,1.121,25.903,37.731,63.623,2.604,38.188,22.08
10.119,0.593,25.191,32.006,57.196,1.884,22.855,16.6
16.718,0.413,17.284,26.257,43.536,1.714,20.32,15.811
7.666,0.95,31.422,35.517,66.939,2.464,12.491,20.326
19.515,1.235,40.071,38.698,78.769,2.756,30.827,23.495
33.111,0.697,19.77,28.003,47.744,2.212,31.655,14.205
33.536,0.413,14.403,27.353,41.754,2.615,29.109,11.797
24.518,0.364,20.561,40.236,60.798,2.712,30.891,18.196
27.918,0.578,18.809,44.613,63.422,2.899,43.486,26.701
29.708,0.787,17.549,41.188,58.7,2.714,39.409,19.596
36.502,0.442,6.959,30.859,37.771,1.92,37.243,14.697
30.416,0.965,27.239,44.141,71.379,2.199,25.163,14.322
34.74,0.711,17.13,43.778,60.89,2.799,41.4,19.384
35.893,0.914,15.331,49.034,64.361,2.947,63.065,26.519
35.122,0.722,16.174,35.055,51.211,2.589,45.779,18.067
28.86,0.687,19.112,36.779,55.862,3.09,59.655,21.623
25.772,0.946,24.782,40.606,65.327,3.641,54.454,20.957
29.96,1.101,27.4,39.989,67.344,3.216,48.793,20.999
22.982,1.164,40.626,49.254,89.881,4.19,96.572,37.403
23.074,1.069,29.572,36.946,66.493,2.15,47.924,23.728
26.718,0.453,12.48,25.276,37.758,1.768,49.815,18.697
17.967,0.447,32.257,30.665,62.669,2.314,32.072,11.931
17.534,0.483,16.728,30.717,47.435,2.542,42.821,15.978
20.625,0.975,33.315,38.408,71.705,2.151,33.357,16.479
20.208,0.752,23.435,35.259,58.651,1.822,32.88,15.275
30.234,0.752,27.554,40.683,68.236,1.425,41.486,17.723
39.237,0.56,16.496,29.149,45.618,2.571,50.28,16.861
41.148,0.371,9.91,23.014,32.9,2.386,33.229,14.168
28.812,0.915,34.232,41.064,75.216,3.556,71.328,25.124
23.212,0.933,26.904,42.588,69.483,3.855,110.588,41.752
48.084,0.504,3.112,11.465,14.522,1.265,47.148,19.277
48.648,0.449,3.323,14.57,17.883,2.014,37.679,22.871
37.666,0.929,28.676,50.56,79.215,3.849,38.137,20.999
40.673,0.612,10.9,32.223,43.11,3.16,66.552,29.382
44.107,0.376,8.783,19.829,28.553,2.348,57.723,35.297
32.551,0.702,10.98,22.073,33.043,2.149,16.155,16.512
33.827,0.541,23.57,37.336,60.906,3.453,11.041,14.335
39.82,0.719,10.785,31.244,42.03,2.692,,18.736
49.704,0.71,6.819,24.744,31.557,3.025,,16.878
41.445,0.732,22.759,36.907,59.444,4.056,,31.381
40.871,1.078,23.96,39.335,63.293,3.841,,27.281
41.83,1.406,26.366,39.401,65.752,2.82,,30.792
31.965,1.119,27.535,49.179,76.719,4.635,,40.606
30.577,0.939,21.521,38.133,59.656,2.26,,17.764
45.099,1.244,34.951,57.326,92.269,3.514,,44.26
52.271,1.002,11.494,48.589,60.066,3.375,,37.357
32.616,0.575,11.599,36.287,47.724,2.701,,20.964
37.465,0.462,16.507,35.951,52.32,4.277,,25.43
42.206,0.482,10.756,30.108,40.85,4.179,,20.698
24.546,0.68,12.241,32.249,44.481,3.866,,29.183
,0.932,20.367,46.007,66.359,5.255,,29.03
,0.643,14.297,41.423,55.721,4.204,,24.329
,0.741,13.155,34.559,47.687,3.222,,19.925
,1.017,19.537,41.758,61.276,4.209,,22.648
,1.034,23.975,36.526,60.444,4.537,,21.955
,1.001,35.55,39.941,75.481,5.549,,22.517
,1.183,37.896,50.007,87.908,5.222,,38.22
,0.733,7.479,27.928,35.375,2.949,,28.075
,0.282,3.19,13.429,16.523,2.144,,22.537
,0.463,3.349,13.304,16.631,3.106,,15.356
35.45,0.688,7.907,27.181,35.084,3.463,,19.879
